no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,1,0,1,0,0,2017,8,8,1,0,0,0,98.0,0,0
2,0,0,2,0,0,0,122,2018,4,15,0,0,0,0,94.0,0,0
2,0,1,3,0,0,0,237,2018,9,22,1,0,0,0,87.67,2,0
2,0,1,0,1,0,0,43,2018,10,3,1,0,0,0,108.0,1,1
2,0,0,3,0,0,1,54,2018,10,13,1,0,0,0,139.5,3,0
2,0,2,4,0,0,1,2,2018,4,29,1,0,0,0,151.0,1,0
2,0,1,0,1,0,0,5,2018,8,29,0,0,0,0,75.0,0,0
1,0,2,1,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
2,0,0,3,1,0,0,24,2018,5,12,1,0,0,0,99.33,1,0
2,0,0,0,1,0,0,11,2018,1,22,1,0,0,0,0.0,1,0
2,0,1,3,2,0,1,161,2018,12,26,1,0,0,0,130.05,0,0
2,0,2,2,0,0,0,151,2018,6,3,1,0,0,0,77.23,1,0
2,0,1,2,0,0,0,418,2018,9,26,0,0,0,0,75.0,0,1
2,0,2,2,1,0,0,2,2017,8,21,1,0,0,0,89.0,2,0
2,0,1,4,0,0,1,82,2018,4,6,1,0,0,0,99.45,0,1
1,0,2,3,0,0,0,90,2018,3,6,1,0,0,0,74.95,0,0
2,0,0,5,0,0,0,116,2018,1,26,0,0,0,0,70.0,0,0
2,0,1,5,0,0,0,147,2018,9,12,1,0,0,0,126.9,0,1
2,0,1,4,0,0,1,12,2018,3,30,1,0,0,0,140.0,0,1
2,0,0,2,0,0,0,245,2018,6,17,1,0,0,0,75.0,0,1
2,0,0,4,2,0,0,58,2017,12,23,0,0,0,0,58.3,0,0
2,0,1,2,0,0,0,34,2018,2,12,1,0,0,0,78.3,0,0
1,0,1,2,0,0,0,7,2018,5,9,2,0,0,0,95.0,0,0
1,0,1,2,0,0,0,114,2018,7,1,0,0,0,0,75.0,0,1
1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,0
1,0,0,1,0,1,0,0,2017,11,12,1,0,0,0,79.0,1,0
2,0,1,3,0,0,1,43,2018,11,14,1,0,0,0,74.61,2,0
2,1,2,2,0,0,0,69,2018,4,23,1,0,0,0,110.5,1,0
2,0,1,0,0,0,0,0,2017,11,30,1,0,0,0,75.0,0,0
2,0,0,2,0,0,0,21,2018,5,24,1,0,0,0,141.0,0,1
2,0,2,4,0,0,2,292,2018,10,23,1,0,0,0,81.82,1,0
2,0,1,2,0,0,0,78,2018,3,25,0,0,0,0,100.0,0,1
2,0,1,4,0,0,0,287,2018,10,19,1,0,0,0,90.95,1,0
2,0,1,1,1,0,0,8,2018,8,22,1,0,0,0,128.0,1,0
2,0,0,1,0,0,0,20,2018,10,6,1,0,0,0,139.0,1,0
2,0,0,2,2,0,0,265,2018,6,24,1,0,0,0,109.0,1,1
1,0,0,3,0,0,0,151,2018,1,19,0,0,0,0,71.0,0,0
2,0,2,3,2,0,1,50,2018,10,30,1,0,0,0,162.4,1,1
2,0,2,3,0,0,1,189,2018,7,17,1,0,0,0,99.45,1,0
2,0,2,3,0,0,0,276,2018,5,13,0,0,0,0,61.0,0,1
2,0,0,1,1,0,0,4,2018,2,13,1,0,0,0,81.0,0,0
1,0,3,5,0,0,0,10,2018,5,29,2,0,0,0,110.0,0,0
2,0,1,2,2,0,0,105,2017,10,12,0,0,0,0,110.0,0,1
2,0,2,0,0,0,0,95,2018,11,20,1,0,0,0,90.0,2,1
2,0,0,3,0,0,0,36,2018,10,25,0,0,0,0,85.0,0,0
2,0,0,3,0,0,0,19,2017,10,6,0,1,1,0,90.0,0,0
1,0,0,2,2,0,0,6,2017,12,10,1,0,0,0,0.0,0,0
2,0,2,1,0,0,0,90,2018,4,9,1,0,0,0,90.3,1,0
2,0,0,4,0,0,1,83,2018,10,19,1,0,0,0,132.3,2,0
2,0,0,1,2,0,0,72,2017,9,18,0,0,0,0,108.0,0,0
1,0,0,1,0,0,0,59,2018,1,28,0,0,0,0,80.0,0,0
2,0,0,1,0,0,0,27,2018,6,9,0,0,0,0,120.0,0,0
2,0,2,0,0,0,0,4,2018,12,11,2,1,0,2,75.0,0,0
2,0,1,2,0,0,0,305,2018,11,4,0,0,0,0,89.0,0,1
2,0,2,4,0,0,0,56,2018,3,19,1,0,0,0,93.5,0,1
3,0,1,3,0,0,1,266,2018,12,26,1,0,0,0,104.55,0,0
2,0,2,2,0,0,1,141,2018,4,17,0,0,0,0,80.75,0,0
2,0,0,3,0,0,1,60,2018,3,10,1,0,0,0,87.3,0,1
2,0,2,0,0,0,0,95,2018,11,20,1,0,0,0,84.6,2,1
2,0,0,3,0,0,1,30,2018,4,27,1,0,0,0,126.6,2,0
1,0,1,2,0,0,0,24,2018,11,7,1,0,0,0,153.23,1,0
2,0,2,3,0,0,1,101,2018,1,1,0,0,0,0,62.0,0,0
2,0,2,1,0,0,0,156,2018,7,2,1,0,0,0,96.3,2,0
1,0,0,2,0,0,0,32,2017,11,20,0,0,0,0,73.0,0,0
2,0,1,3,0,0,0,100,2018,5,19,1,0,0,0,136.0,1,0
2,0,1,3,1,0,0,92,2018,6,30,1,0,0,0,103.5,1,0
2,0,2,3,0,0,0,244,2018,10,30,1,0,0,0,85.85,0,1
2,1,0,3,0,0,0,203,2018,8,17,1,0,0,0,87.99,0,1
2,0,2,2,0,0,0,2,2018,11,18,1,0,0,0,92.86,0,0
2,0,2,2,0,0,0,29,2017,10,11,1,0,0,0,96.3,0,0
2,1,1,3,0,0,0,57,2018,8,15,1,0,0,0,152.1,0,0
2,0,2,1,0,0,0,24,2017,12,27,0,0,0,0,58.0,0,0
2,0,2,2,0,0,0,133,2018,5,29,1,0,0,0,99.66,2,0
2,0,0,1,1,0,0,18,2018,6,23,1,0,0,0,89.0,0,0
2,0,0,1,1,0,0,191,2018,11,25,1,0,0,0,71.1,0,1
1,0,2,1,0,0,0,12,2018,8,6,1,0,0,0,112.42,1,0
2,0,1,3,0,0,0,48,2018,11,3,0,0,0,0,112.0,0,0
2,0,1,4,0,0,0,0,2018,6,27,1,0,0,0,76.47,1,0
2,0,0,2,1,0,0,8,2018,8,11,1,0,0,0,139.0,2,0
2,1,0,1,0,0,0,12,2018,2,6,1,0,0,0,109.0,0,1
2,0,0,1,0,0,0,11,2018,11,5,1,0,0,0,130.0,1,1
2,0,1,2,2,0,0,309,2018,5,13,1,0,0,0,101.0,0,1
2,0,0,1,0,0,1,2,2018,7,30,1,0,0,0,156.0,0,0
2,0,0,2,2,0,0,256,2018,6,15,1,0,0,0,115.0,1,1
2,0,1,3,0,0,1,14,2018,9,26,1,0,0,0,164.0,1,1
2,0,0,2,0,0,1,11,2017,12,11,4,0,0,0,0.0,1,0
2,2,0,2,0,0,3,11,2018,9,20,1,0,0,0,248.0,2,0
2,0,0,2,0,0,0,220,2018,9,2,1,0,0,0,96.3,1,1
1,1,1,2,1,0,0,64,2018,11,21,1,0,0,0,64.37,1,0
1,0,0,2,0,0,0,19,2018,6,22,2,0,0,0,90.0,0,0
2,0,0,3,1,0,0,7,2018,1,20,1,0,0,0,79.67,1,0
3,0,2,2,0,0,0,26,2018,3,26,1,0,0,0,172.0,2,0
2,0,0,2,0,0,1,27,2018,6,22,1,0,0,0,120.12,1,0
2,0,0,1,0,0,0,27,2018,6,9,0,0,0,0,120.0,0,0
2,0,2,0,2,0,0,275,2018,4,17,0,0,0,0,110.0,0,1
2,0,2,3,0,0,0,12,2018,12,10,1,0,0,0,89.59,1,0
2,0,0,3,1,0,0,70,2018,4,6,1,0,0,0,85.5,1,0
1,0,0,2,0,0,0,164,2017,10,2,0,0,0,0,100.0,0,0
2,0,1,2,0,0,0,309,2018,5,13,0,0,0,0,65.0,0,0
2,0,0,1,0,0,0,4,2018,6,9,1,0,0,0,121.0,0,1
2,0,1,0,1,0,0,16,2018,8,21,1,0,0,0,129.0,1,1
2,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,105.0,0,0
1,0,1,2,0,0,0,11,2017,10,19,0,0,0,0,77.0,0,0
2,0,2,0,0,0,0,19,2018,10,2,0,0,0,0,85.0,0,0
3,0,1,1,0,0,1,45,2018,3,19,1,0,0,0,131.4,1,1
2,0,1,3,1,0,0,36,2018,2,22,1,0,0,0,71.3,1,0
2,0,0,2,2,0,0,2,2018,12,1,1,0,0,0,142.0,2,0
2,1,0,1,0,0,0,119,2018,6,28,1,0,0,0,112.5,0,1
2,2,0,2,0,0,3,104,2018,4,27,1,0,0,0,186.3,2,0
1,0,0,1,0,0,0,55,2018,7,7,2,0,0,0,79.0,0,0
2,1,0,1,0,1,1,1,2018,5,31,1,0,0,0,155.0,2,0
2,0,1,3,0,0,0,39,2018,11,7,1,0,0,0,174.25,2,0
2,0,1,3,0,0,0,322,2018,5,19,0,0,0,0,80.0,0,1
1,0,1,0,0,0,0,76,2018,10,10,0,0,0,0,120.0,0,1
2,0,1,3,0,0,0,85,2018,11,14,1,0,0,0,89.7,2,0
2,0,2,4,0,0,0,58,2018,5,12,1,0,0,0,119.85,1,0
2,0,0,2,3,0,5,5,2018,3,16,4,0,0,0,0.0,0,0
1,0,0,2,0,0,0,39,2018,3,4,1,0,0,0,77.5,1,0
2,0,0,1,0,0,2,194,2018,7,15,1,0,0,0,86.75,0,1
2,0,1,2,0,0,1,157,2018,5,23,1,0,0,0,114.3,2,1
2,0,1,3,1,0,0,33,2018,4,14,1,0,0,0,99.0,0,0
2,0,2,1,0,0,0,127,2018,5,22,1,0,0,0,105.3,0,1
3,0,1,0,0,0,1,21,2018,5,16,1,0,0,0,157.0,0,1
1,0,1,0,0,0,0,35,2018,9,26,0,0,0,0,99.0,0,0
2,1,1,3,0,0,1,85,2018,8,29,1,0,0,0,143.1,0,0
1,0,0,2,0,0,0,1,2017,8,18,2,0,0,0,65.0,0,0
1,0,2,2,0,0,1,81,2018,11,6,1,0,0,0,146.6,1,0
2,0,0,3,0,0,0,99,2018,6,21,1,0,0,0,88.6,1,1
3,0,0,2,0,0,1,72,2018,9,6,1,0,0,0,168.3,1,0
1,0,0,3,0,1,0,5,2018,9,27,2,1,0,3,67.0,1,0
1,0,0,2,0,0,0,5,2018,5,24,2,0,0,0,100.0,0,0
1,0,2,0,0,0,1,32,2018,12,4,1,0,0,0,114.0,0,0
1,0,0,1,0,0,0,20,2018,1,22,1,0,0,0,81.0,0,0
2,0,0,2,1,0,0,1,2018,1,8,1,0,0,0,68.5,1,0
2,0,2,3,1,0,0,117,2018,6,9,1,0,0,0,105.26,0,0
2,0,0,1,0,0,0,238,2018,9,9,0,0,0,0,80.75,0,0
3,0,2,2,1,0,0,135,2018,7,15,1,0,0,0,92.28,2,0
1,0,0,2,1,0,0,73,2018,11,25,1,0,0,0,88.0,2,0
2,0,0,1,1,0,0,1,2018,7,19,1,0,0,0,139.0,1,1
2,0,0,4,0,0,0,125,2018,9,7,1,0,0,0,136.0,2,0
3,0,0,1,0,0,1,37,2018,3,25,1,0,0,0,159.3,1,1
2,0,1,1,0,0,0,97,2018,5,16,0,0,0,0,80.75,0,0
2,0,0,2,2,0,0,256,2018,6,15,1,0,0,0,115.0,1,1
2,0,1,5,0,0,1,126,2018,5,9,1,0,0,0,111.35,1,0
2,0,0,3,0,0,0,27,2018,5,10,1,0,0,0,141.0,0,1
3,0,0,3,0,0,0,79,2018,12,7,0,0,0,0,105.0,0,0
2,0,1,1,0,0,5,3,2017,10,12,4,1,0,3,0.0,0,0
2,0,0,1,0,0,0,173,2018,8,4,1,0,0,0,105.3,0,1
2,1,0,2,0,0,0,50,2018,10,19,0,0,0,0,98.55,0,0
2,2,1,3,0,0,3,21,2018,9,19,1,0,0,0,234.0,0,1
2,0,1,0,1,0,0,10,2018,3,13,1,0,0,0,97.0,0,1
2,0,0,1,0,0,0,38,2018,11,4,1,0,0,0,108.0,1,0
2,0,1,1,0,0,0,105,2018,6,11,1,0,0,0,126.9,1,0
2,0,1,1,2,0,0,301,2018,7,30,1,0,0,0,115.0,1,1
2,0,0,3,1,0,0,135,2018,6,9,1,0,0,0,116.1,0,1
3,0,0,3,0,0,1,40,2018,7,26,1,0,0,0,168.3,0,1
3,0,0,2,0,0,1,93,2018,7,12,1,0,0,0,137.7,2,0
2,0,1,2,0,0,1,38,2018,5,13,1,0,0,0,140.4,0,1
1,0,1,0,1,0,0,131,2018,10,10,1,0,0,0,108.0,0,1
2,0,0,1,0,1,1,21,2018,5,4,1,0,0,0,165.0,1,0
2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,104.0,0,0
1,0,2,1,2,0,0,122,2018,3,27,0,0,0,0,86.0,0,0
1,0,0,1,0,0,0,4,2018,1,15,1,1,11,5,73.9,1,0
1,0,0,1,0,0,0,8,2018,3,2,1,0,0,0,86.0,0,0
1,0,0,1,0,0,0,3,2018,2,26,2,0,0,0,31.0,1,0
2,0,2,1,2,0,0,150,2018,1,2,0,0,0,0,101.0,0,0
2,2,0,4,0,0,3,210,2018,8,2,1,0,0,0,167.95,0,1
2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
2,0,1,1,3,1,1,4,2018,1,9,4,0,0,0,0.0,1,0
2,0,2,1,0,0,0,101,2018,10,23,0,0,0,0,80.75,0,0
2,0,2,1,2,0,0,122,2018,3,27,0,0,0,0,107.0,1,0
2,0,0,1,1,0,0,150,2018,7,21,0,0,0,0,63.75,0,1
2,1,2,1,0,0,0,10,2018,2,20,1,0,0,0,109.0,2,0
2,0,1,1,0,0,0,80,2018,12,5,0,0,0,0,75.0,1,0
1,0,0,1,0,0,0,2,2018,3,3,2,0,0,0,79.0,0,0
2,0,1,2,2,0,0,105,2017,10,12,1,0,0,0,110.0,0,1
1,0,1,2,0,0,0,106,2018,10,7,1,0,0,0,113.4,2,0
1,0,1,0,0,0,0,3,2018,3,6,1,0,0,0,96.0,0,0
2,0,0,4,0,0,0,25,2017,10,6,1,0,0,0,112.25,1,0
2,0,2,2,1,0,0,73,2018,8,19,0,0,0,0,63.75,0,0
2,0,1,0,0,0,0,4,2018,12,26,1,0,0,0,98.0,1,0
2,0,2,3,0,0,0,256,2018,10,16,1,0,0,0,100.75,0,1
2,1,1,2,0,0,0,4,2018,3,21,1,0,0,0,128.0,1,0
2,0,0,2,0,0,0,112,2018,6,2,0,0,0,0,100.0,0,1
1,0,0,1,0,1,0,0,2017,8,6,1,0,0,0,80.0,2,0
2,0,2,4,0,0,1,95,2018,7,14,1,0,0,0,118.8,1,0
2,0,1,1,1,0,0,203,2018,6,6,1,0,0,0,95.4,1,0
2,0,0,1,0,0,0,0,2018,1,1,1,0,0,0,105.0,0,0
2,0,0,2,1,0,2,103,2018,6,14,1,0,0,0,116.1,0,1
2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
2,0,1,0,1,0,1,0,2017,8,17,1,0,0,0,129.0,0,0
2,0,1,0,2,0,5,8,2018,6,19,4,1,0,1,0.0,1,0
2,0,1,2,1,0,0,99,2018,11,7,1,0,0,0,161.1,2,0
2,0,1,2,1,0,0,5,2018,2,22,1,0,0,0,77.1,0,0
2,0,2,1,2,0,0,124,2017,8,8,0,0,0,0,94.5,0,1
2,0,1,0,0,0,0,38,2018,8,15,1,0,0,0,135.9,0,1
2,0,1,0,0,0,0,263,2017,9,21,0,0,0,0,67.0,0,0
2,0,2,9,0,0,0,9,2018,1,20,1,0,0,0,88.27,0,0
2,0,2,1,0,0,0,7,2018,4,10,1,0,0,0,88.27,0,0
2,0,1,2,0,0,1,75,2018,7,8,1,0,0,0,129.0,0,1
2,0,2,6,0,0,1,55,2018,3,5,1,0,0,0,84.2,1,0
2,0,0,1,0,0,0,27,2018,6,9,0,0,0,0,120.0,0,0
2,0,0,2,0,0,0,9,2018,1,15,1,0,0,0,80.3,1,0
2,0,0,4,1,0,0,3,2018,12,28,1,0,0,0,95.2,0,0
2,0,0,3,0,0,0,213,2018,6,7,0,0,0,0,130.0,0,1
3,1,0,4,0,0,1,51,2018,5,11,1,0,0,0,154.88,2,0
1,0,0,3,0,0,0,71,2018,6,14,0,0,0,0,120.0,0,0
2,0,0,2,0,0,0,46,2018,11,18,1,0,0,0,93.6,3,0
2,0,4,6,1,0,0,207,2018,8,13,1,0,0,0,81.6,0,1
2,0,2,2,0,0,0,117,2018,6,5,0,0,0,0,110.0,1,0
2,0,1,3,0,0,1,2,2018,10,10,1,0,0,0,175.0,0,0
2,0,0,1,0,0,0,31,2018,9,27,1,0,0,0,126.0,0,0
1,0,0,2,0,0,0,188,2018,6,15,1,0,0,0,130.0,0,1
2,0,2,1,0,0,0,282,2017,10,10,0,0,0,0,76.67,0,0
1,0,0,0,0,0,0,3,2018,2,26,1,0,0,0,0.0,1,0
1,0,0,1,2,0,0,0,2018,3,17,0,0,0,0,76.5,1,0
2,0,2,2,0,0,0,105,2018,5,22,1,0,0,0,119.85,0,1
2,2,0,4,0,0,3,77,2018,5,31,1,0,0,0,198.9,1,0
2,0,1,4,0,0,0,33,2018,3,16,0,0,0,0,63.58,0,0
2,0,0,1,0,0,0,14,2018,1,15,1,0,0,0,71.6,1,0
2,0,1,3,0,0,0,72,2018,3,24,0,0,0,0,62.38,0,0
2,0,2,2,1,0,0,36,2018,5,1,1,0,0,0,116.1,1,0
2,0,0,2,0,0,0,107,2018,6,10,0,0,0,0,144.0,1,1
1,0,6,17,0,0,0,9,2018,1,28,1,0,0,0,68.23,1,0
1,0,0,2,0,0,0,91,2018,9,14,2,1,1,9,65.0,0,0
2,0,1,2,2,0,1,17,2018,2,12,1,0,0,0,144.0,0,0
3,0,1,3,2,0,1,11,2018,3,3,1,0,0,0,193.0,0,1
3,0,1,1,0,0,1,6,2018,9,12,1,0,0,0,169.93,1,0
2,0,1,2,0,0,0,101,2018,4,4,0,0,0,0,80.0,0,1
1,0,0,2,0,0,0,30,2018,3,4,1,0,0,0,86.4,0,0
2,0,0,2,0,0,1,3,2018,4,15,1,0,0,0,146.0,0,1
2,0,1,1,0,0,0,8,2018,8,13,1,0,0,0,132.0,0,0
2,0,1,0,0,0,0,86,2018,11,13,1,0,0,0,93.6,0,1
2,0,0,3,0,0,0,109,2018,11,17,1,0,0,0,90.0,1,0
3,0,2,6,0,0,1,27,2018,4,15,1,0,0,0,141.46,0,1
2,0,0,1,0,0,1,37,2018,5,21,1,0,0,0,108.11,1,0
2,0,1,2,1,0,0,120,2018,6,27,1,0,0,0,85.5,1,0
2,0,1,2,2,0,0,309,2018,5,13,0,0,0,0,101.0,0,1
2,0,0,3,0,0,0,8,2018,2,16,0,0,0,0,64.0,0,0
2,0,0,3,0,0,0,9,2018,4,27,1,0,0,0,131.0,1,0
2,0,2,1,0,0,0,11,2018,3,19,1,0,0,0,119.67,1,0
2,0,0,1,1,0,0,19,2017,9,17,1,0,0,0,96.0,0,0
3,0,2,3,0,0,1,119,2018,10,16,1,0,0,0,151.2,2,0
2,0,2,1,0,0,0,172,2018,7,3,1,0,0,0,96.3,1,0
2,0,1,3,0,0,0,45,2018,11,24,4,0,0,0,0.0,0,0
2,0,1,1,0,0,0,80,2018,5,16,0,0,0,0,89.75,0,0
2,0,0,1,0,0,0,8,2018,11,5,0,0,0,0,130.0,0,0
2,0,0,1,0,0,2,19,2017,12,23,1,0,0,0,77.25,1,0
1,0,0,2,0,0,0,1,2017,9,29,2,0,0,0,85.0,0,0
2,0,0,4,0,0,0,75,2018,4,26,0,0,0,0,75.0,0,0
2,0,2,3,1,0,0,89,2018,12,22,1,0,0,0,74.8,1,0
2,0,0,4,0,0,0,14,2018,6,8,0,0,0,0,110.8,1,0
2,0,1,4,1,0,0,79,2018,3,28,1,0,0,0,72.25,0,1
1,0,0,2,0,0,0,13,2018,2,18,1,0,0,0,94.0,1,0
2,0,1,3,0,0,0,196,2018,5,12,0,0,0,0,80.75,1,0
1,0,0,3,0,0,0,191,2018,6,23,0,0,0,0,95.0,0,0
2,0,0,4,0,0,0,204,2017,8,12,1,0,0,0,76.5,3,0
2,0,2,3,0,0,0,192,2017,9,25,1,0,0,0,102.0,0,1
2,0,2,0,0,0,0,54,2018,10,2,1,0,0,0,118.8,2,0
2,0,0,3,0,0,0,7,2017,10,7,1,0,0,0,164.0,2,0
2,0,2,4,1,0,0,3,2017,10,4,1,0,0,0,133.0,2,0
3,0,2,1,0,0,1,2,2017,9,19,0,0,0,0,165.0,1,0
2,0,0,2,0,0,0,64,2018,6,10,1,0,0,0,126.9,0,1
2,0,1,2,0,0,1,93,2018,3,25,1,0,0,0,105.3,2,1
2,1,0,2,0,0,0,4,2018,10,7,1,0,0,0,151.5,0,0
2,0,1,2,0,0,0,50,2018,11,11,0,0,0,0,75.0,1,0
2,0,0,1,0,0,0,197,2018,4,21,1,0,0,0,81.77,1,1
2,0,2,5,0,0,0,170,2018,8,10,0,0,0,0,72.25,0,0
2,0,0,3,0,0,0,202,2018,10,20,1,0,0,0,96.3,2,1
2,0,1,2,1,0,0,54,2018,11,11,1,0,0,0,64.37,1,0
2,0,2,4,0,0,0,135,2018,9,8,0,0,0,0,80.75,0,0
2,0,0,2,0,0,0,315,2018,12,2,0,0,0,0,52.0,0,0
1,0,2,5,0,0,0,7,2018,1,11,1,0,0,0,73.9,0,0
2,0,1,2,0,0,0,66,2017,10,9,0,0,0,0,75.0,0,1
1,0,0,2,0,0,0,151,2018,1,19,0,0,0,0,71.0,0,0
2,0,2,0,1,0,0,14,2018,6,12,1,0,0,0,109.0,1,0
2,0,2,3,0,0,1,138,2018,6,12,0,0,0,0,90.95,0,0
2,0,0,3,0,1,0,104,2018,5,17,1,0,0,0,135.9,1,0
2,0,0,3,0,1,1,34,2018,10,4,1,0,0,0,160.2,1,0
1,0,1,3,2,0,0,49,2018,6,27,0,0,0,0,72.0,0,0
2,0,0,1,0,0,0,56,2018,6,8,0,0,0,0,120.0,0,0
1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,0
2,0,0,1,0,0,0,221,2018,8,12,0,0,0,0,80.0,0,1
2,0,1,2,1,0,0,36,2018,3,14,1,0,0,0,71.1,1,0
3,0,2,1,0,0,0,148,2018,8,21,0,0,0,0,96.9,0,0
2,0,0,1,0,0,0,443,2018,4,29,0,0,0,0,65.0,0,1
2,0,0,2,1,0,0,53,2018,5,6,1,0,0,0,116.1,0,1
2,0,0,3,0,0,1,24,2018,12,8,1,0,0,0,94.93,0,0
2,0,0,3,0,0,1,22,2018,11,10,1,0,0,0,118.07,1,0
2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
2,0,1,2,0,0,0,338,2018,10,7,0,0,0,0,90.67,1,0
2,0,1,3,0,0,0,188,2018,9,26,0,0,0,0,80.75,0,0
1,0,2,0,0,0,0,13,2018,6,12,1,0,0,0,115.0,0,1
2,0,0,1,1,0,0,37,2018,5,7,1,0,0,0,116.1,0,1
2,0,2,2,0,0,0,159,2018,5,13,1,0,0,0,114.75,1,1
2,0,1,4,0,0,0,218,2018,10,17,1,0,0,0,90.95,0,1
1,0,0,3,0,0,0,91,2018,4,12,1,0,0,0,90.9,1,0
2,0,1,2,0,0,2,23,2018,1,29,1,0,0,0,77.25,1,0
2,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,105.0,0,0
2,0,2,5,1,0,0,0,2017,8,29,1,0,0,0,99.14,0,0
1,0,0,1,0,0,0,26,2018,10,26,1,0,0,0,99.2,0,1
2,0,1,0,1,0,0,0,2018,10,30,1,0,0,0,140.0,0,0
1,0,0,3,2,0,0,13,2018,4,26,0,0,0,0,73.0,0,0
2,0,0,4,0,0,1,91,2018,4,6,1,0,0,0,69.64,0,0
2,0,0,3,0,0,0,128,2018,10,11,1,0,0,0,118.8,1,1
2,0,1,2,0,0,0,280,2018,9,19,1,0,0,0,110.0,0,1
1,0,1,2,0,0,1,205,2018,10,28,1,0,0,0,109.8,3,0
1,0,1,0,0,0,0,0,2017,10,5,0,0,0,0,96.0,0,0
2,0,0,3,0,1,0,65,2018,6,21,1,0,0,0,99.9,0,0
2,0,1,1,2,0,0,88,2017,10,5,0,0,0,0,112.2,0,0
2,0,1,2,0,0,0,186,2018,4,22,0,0,0,0,80.0,0,0
3,0,2,4,0,0,0,72,2018,7,17,0,0,0,0,96.9,1,0
2,0,0,4,0,0,1,35,2018,3,16,1,0,0,0,95.4,0,0
1,0,0,1,1,0,0,36,2018,10,20,1,0,0,0,108.0,1,0
1,0,1,3,0,0,0,118,2018,6,6,0,0,0,0,110.0,0,0
2,0,2,2,0,0,0,249,2018,10,22,1,0,0,0,89.25,0,1
1,0,2,2,0,0,0,162,2018,10,14,1,0,0,0,115.0,0,1
1,0,1,2,0,0,0,114,2018,7,1,0,0,0,0,75.0,0,1
2,0,2,3,0,0,0,97,2018,5,29,0,0,0,0,80.75,0,0
2,0,0,1,0,0,0,8,2018,6,23,1,0,0,0,91.0,1,0
2,2,0,2,0,0,3,27,2018,7,6,1,0,0,0,231.0,0,1
2,0,0,1,0,0,1,19,2018,11,4,1,0,0,0,130.0,1,1
2,0,0,2,1,0,0,240,2018,9,14,1,0,0,0,95.4,0,1
2,0,1,4,0,0,0,49,2018,3,9,1,0,0,0,73.95,1,0
3,0,1,0,0,0,4,0,2018,8,8,2,0,0,0,188.0,0,0
2,0,2,1,0,0,0,6,2018,11,27,1,0,0,0,106.33,1,0
2,0,1,1,2,0,0,88,2017,10,5,0,0,0,0,112.2,0,0
2,0,0,3,1,0,0,81,2018,12,8,1,0,0,0,79.2,1,0
1,0,1,1,0,0,0,6,2018,5,23,1,0,0,0,97.02,2,0
2,0,0,2,2,0,0,257,2017,7,1,0,0,0,0,101.5,0,1
1,0,1,2,0,0,1,253,2018,10,7,1,0,0,0,140.4,1,1
2,0,0,2,0,0,0,68,2017,9,29,0,0,0,0,65.0,0,0
2,1,1,1,0,0,0,54,2018,4,30,1,0,0,0,143.1,2,0
2,0,1,3,0,0,0,4,2018,11,21,1,0,0,0,87.78,0,0
2,0,1,1,1,0,0,7,2018,7,16,1,0,0,0,139.0,0,0
2,1,0,1,0,1,1,17,2018,7,23,1,0,0,0,196.0,2,0
1,0,0,2,0,0,0,64,2018,5,17,2,0,0,0,130.0,0,0
2,1,0,1,0,0,0,14,2018,7,16,1,0,0,0,169.0,2,0
2,2,1,4,0,0,3,233,2018,8,22,1,0,0,0,158.95,0,1
2,3,0,3,2,0,3,3,2018,3,30,1,0,0,0,253.67,2,0
2,0,0,3,0,0,0,103,2018,5,4,0,0,0,0,80.0,0,0
1,0,1,1,0,0,0,4,2018,8,29,0,0,0,0,80.0,0,0
2,0,1,1,1,0,0,3,2018,8,20,1,0,0,0,128.0,1,0
2,0,0,1,1,0,0,37,2018,9,2,1,0,0,0,99.0,1,1
2,0,2,4,0,0,1,7,2018,6,16,1,0,0,0,156.0,1,1
2,0,1,2,0,0,0,76,2018,3,25,1,0,0,0,59.5,0,1
2,0,0,2,0,0,0,10,2017,11,13,1,0,0,0,12.0,0,0
2,0,0,2,2,0,0,377,2018,10,14,1,0,0,0,115.0,1,1
2,0,0,1,1,0,0,35,2018,8,10,1,0,0,0,125.1,1,1
1,0,0,3,2,0,0,85,2017,9,30,0,0,0,0,100.0,0,0
1,0,0,0,0,0,0,56,2017,9,25,1,0,0,0,0.0,0,0
1,0,0,1,1,0,0,0,2018,3,17,1,0,0,0,97.0,1,0
2,2,2,1,0,0,3,88,2018,9,24,1,0,0,0,207.9,1,1
2,0,0,1,1,0,0,158,2018,7,16,1,0,0,0,75.6,0,1
2,0,0,2,2,0,1,30,2018,4,14,1,0,0,0,157.5,0,1
